學年度,設立別,學程別,群科別,畢業生人數,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數
107,私立,進修部,藝術群,103,0,3,10,1,0,0,1
108,國立,普通科,學術群,24428,6,53,20,817,12,9,16
108,國立,專業群科,機械群,3182,10,53,20,23,2,0,6
108,國立,專業群科,動力機械群,953,3,34,15,8,1,0,11
108,國立,專業群科,電機與電子群,3632,5,59,25,37,0,0,15
108,國立,專業群科,化工群,733,0,9,2,2,0,1,0
108,國立,專業群科,土木與建築群,894,2,15,6,11,3,0,2
108,國立,專業群科,商業與管理群,5206,3,23,32,33,4,0,14
108,國立,專業群科,外語群,885,0,0,3,6,0,0,2
108,國立,專業群科,設計群,1099,1,3,17,11,2,0,1
108,國立,專業群科,農業群,1262,1,8,20,2,3,0,2
108,國立,專業群科,食品群,1008,3,4,15,3,3,0,3
108,國立,專業群科,家政群,903,0,3,6,4,0,2,11
108,國立,專業群科,餐旅群,1141,1,6,12,5,0,0,6
108,國立,專業群科,水產群,163,0,6,6,0,0,0,4
108,國立,專業群科,海事群,250,0,10,2,2,2,0,6
108,國立,專業群科,藝術群,135,0,3,0,0,0,0,0
108,國立,專業群科,家政群,0,0,0,0,0,0,0,0
108,國立,專業群科,綜合,637,46,3,98,1,14,0,23
108,國立,綜合高中,學術群,3084,1,8,4,85,0,1,4
108,國立,綜合高中,機械群,121,0,2,0,0,0,0,0
108,國立,綜合高中,動力機械群,13,0,1,0,0,0,0,0
108,國立,綜合高中,電機與電子群,120,0,3,1,0,0,0,0
108,國立,綜合高中,化工群,43,0,1,0,0,0,0,0
108,國立,綜合高中,土木與建築群,92,0,1,0,0,0,0,0
108,國立,綜合高中,商業與管理群,447,0,0,2,5,0,0,0
108,國立,綜合高中,外語群,154,1,0,2,2,0,0,0
108,國立,綜合高中,設計群,95,0,0,1,3,0,0,0
108,國立,綜合高中,農業群,49,0,0,0,0,0,0,0
108,國立,綜合高中,食品群,95,0,0,1,0,0,0,1
108,國立,綜合高中,家政群,19,0,0,0,0,0,0,0
108,國立,綜合高中,餐旅群,308,1,4,1,0,0,0,1
108,國立,綜合高中,水產群,21,0,0,0,1,0,0,0
108,國立,綜合高中,藝術群,5,0,0,0,0,0,0,0
108,國立,綜合高中,綜合,82,0,1,2,0,0,0,0
108,國立,實用技能學程,機械群,278,0,12,0,2,0,0,2
108,國立,實用技能學程,動力機械群,117,0,1,6,2,0,0,0
108,國立,實用技能學程,電機與電子群,362,1,23,8,1,0,0,3
108,國立,實用技能學程,土木與建築群,69,1,2,1,0,0,0,1
108,國立,實用技能學程,商業與管理群,314,1,6,12,1,1,0,0
108,國立,實用技能學程,設計群,148,0,0,4,0,0,0,0
108,國立,實用技能學程,農業群,131,0,0,4,0,0,0,0
108,國立,實用技能學程,食品群,181,0,7,9,0,0,0,0
108,國立,實用技能學程,餐旅群,316,0,4,11,0,1,0,0
108,國立,實用技能學程,水產群,24,0,1,2,0,0,0,0
108,國立,實用技能學程,海事群,21,0,0,0,0,0,0,0
108,國立,實用技能學程,美容造型群,157,2,1,3,0,0,0,1
108,國立,進修部,學術群,77,0,3,0,3,0,1,4
108,國立,進修部,機械群,250,1,14,9,0,0,0,1
108,國立,進修部,動力機械群,112,0,8,5,1,0,0,1
108,國立,進修部,電機與電子群,299,0,23,10,1,1,0,1
108,國立,進修部,化工群,13,0,1,1,1,1,0,0
108,國立,進修部,土木與建築群,26,0,2,0,0,0,0,0
108,國立,進修部,商業與管理群,668,1,16,27,3,8,0,25
108,國立,進修部,設計群,150,0,3,8,1,0,0,1
108,國立,進修部,農業群,41,0,5,2,0,0,0,1
108,國立,進修部,食品群,97,1,1,4,0,1,0,2
108,國立,進修部,家政群,143,1,4,2,0,3,0,1
108,國立,進修部,餐旅群,133,0,1,4,0,1,0,2
108,國立,普通科,學術群,46052,26,145,11,1249,13,25,33
108,國立,專業群科,機械群,2295,2,13,17,6,0,1,1
108,國立,專業群科,動力機械群,762,0,6,3,8,0,0,1
108,國立,專業群科,電機與電子群,3542,0,23,14,28,0,1,9
108,國立,專業群科,化工群,502,0,1,1,1,0,0,1
108,國立,專業群科,土木與建築群,646,2,4,4,5,0,0,0
108,國立,專業群科,商業與管理群,3594,1,6,11,34,1,4,3
108,國立,專業群科,外語群,615,0,1,3,6,0,1,2
108,國立,專業群科,設計群,1230,1,5,2,12,0,3,0
108,國立,專業群科,農業群,286,0,0,0,2,0,0,0
108,國立,專業群科,食品群,126,0,0,0,1,0,0,0
108,國立,專業群科,家政群,493,0,0,1,4,0,1,0
108,國立,專業群科,餐旅群,245,0,1,1,2,0,0,1
108,國立,專業群科,藝術群,111,0,0,5,1,0,0,0
108,國立,專業群科,家政群,0,0,0,0,0,0,0,0
108,國立,專業群科,綜合,516,36,1,67,12,8,0,40
108,國立,綜合高中,學術群,1935,0,5,1,62,0,1,1
108,國立,綜合高中,機械群,20,0,0,0,0,0,0,0
108,國立,綜合高中,電機與電子群,149,0,0,0,2,0,0,0
108,國立,綜合高中,化工群,13,0,0,0,1,0,0,0
108,國立,綜合高中,土木與建築群,46,0,0,0,0,0,0,0
108,國立,綜合高中,商業與管理群,175,0,2,1,0,1,0,1
108,國立,綜合高中,外語群,27,0,0,0,0,0,0,0
108,國立,綜合高中,設計群,140,2,1,0,1,0,0,0
108,國立,綜合高中,農業群,13,0,0,0,0,0,0,0
108,國立,綜合高中,餐旅群,103,0,6,2,1,0,0,1
108,國立,綜合高中,藝術群,10,0,0,0,0,0,0,0
108,國立,綜合高中,綜合,9,0,0,0,0,0,0,0
108,國立,實用技能學程,機械群,62,0,4,1,1,0,0,0
108,國立,實用技能學程,動力機械群,32,0,0,0,0,0,0,0
108,國立,實用技能學程,電機與電子群,124,0,5,6,5,0,0,1
108,國立,實用技能學程,土木與建築群,17,0,0,1,1,0,0,0
108,國立,實用技能學程,商業與管理群,31,0,0,0,0,0,0,8
108,國立,實用技能學程,設計群,22,0,0,2,0,1,0,0
108,國立,實用技能學程,食品群,20,1,0,0,0,0,0,2
108,國立,實用技能學程,餐旅群,63,2,0,0,0,0,0,1
108,國立,進修部,學術群,257,0,4,3,0,5,0,46
108,國立,進修部,機械群,233,2,16,0,2,0,0,1
108,國立,進修部,動力機械群,180,1,7,4,4,0,0,0
108,國立,進修部,電機與電子群,247,1,11,1,3,0,0,0
108,國立,進修部,化工群,30,0,1,1,0,1,0,0
108,國立,進修部,土木與建築群,51,0,1,1,0,0,0,0
108,國立,進修部,商業與管理群,328,5,3,10,1,0,0,9
108,國立,進修部,外語群,33,0,0,0,0,0,0,3
108,國立,進修部,設計群,53,0,1,0,0,0,0,2
108,國立,進修部,食品群,33,1,0,0,1,2,0,0
108,國立,進修部,家政群,12,0,0,0,0,0,0,0
108,國立,進修部,餐旅群,13,0,0,0,0,0,0,0
108,私立,普通科,學術群,21148,19,62,12,631,2,52,21
108,私立,專業群科,機械群,1424,1,46,31,7,0,0,5
108,私立,專業群科,動力機械群,3540,23,197,135,10,8,1,19
108,私立,專業群科,電機與電子群,5790,19,132,68,32,11,7,27
108,私立,專業群科,土木與建築群,105,0,2,0,0,0,0,1
108,私立,專業群科,商業與管理群,5421,9,54,70,31,6,3,16
108,私立,專業群科,外語群,3906,4,18,28,24,6,13,12
108,私立,專業群科,設計群,4627,21,40,59,39,11,9,25
108,私立,專業群科,食品群,122,0,4,12,0,0,0,0
108,私立,專業群科,家政群,4378,29,13,148,12,11,8,22
108,私立,專業群科,餐旅群,12504,29,224,399,26,23,29,88
108,私立,專業群科,海事群,18,0,0,0,0,0,0,0
108,私立,專業群科,藝術群,2274,12,22,43,42,4,5,26
108,私立,專業群科,家政群,0,0,0,0,0,0,0,0
108,私立,專業群科,綜合,379,32,0,55,2,9,0,23
108,私立,綜合高中,學術群,803,1,4,1,10,0,1,6
108,私立,綜合高中,電機與電子群,303,0,9,1,1,1,0,0
108,私立,綜合高中,化工群,141,0,0,0,0,0,0,0
108,私立,綜合高中,商業與管理群,584,0,5,0,3,1,0,1
108,私立,綜合高中,外語群,353,1,0,0,6,0,1,1
108,私立,綜合高中,設計群,228,0,0,1,3,0,0,2
108,私立,綜合高中,家政群,189,0,0,1,2,0,1,1
108,私立,綜合高中,餐旅群,555,0,5,7,3,1,0,2
108,私立,綜合高中,綜合,158,0,5,4,3,0,0,0
108,私立,實用技能學程,機械群,70,0,2,0,0,0,0,0
108,私立,實用技能學程,動力機械群,1087,11,74,44,0,3,0,8
108,私立,實用技能學程,電機與電子群,517,0,17,17,0,1,0,0
108,私立,實用技能學程,商業與管理群,510,2,14,15,6,2,1,3
108,私立,實用技能學程,農業群,29,0,0,2,0,1,0,0
108,私立,實用技能學程,食品群,218,1,7,24,0,0,0,0
108,私立,實用技能學程,餐旅群,2590,22,78,159,15,8,1,14
108,私立,實用技能學程,藝術群,79,1,2,8,0,1,0,0
108,私立,實用技能學程,美容造型群,780,16,2,38,2,5,0,7
108,私立,進修部,學術群,212,0,2,0,0,1,0,53
108,私立,進修部,機械群,64,1,4,6,0,0,0,0
108,私立,進修部,動力機械群,508,0,38,14,4,4,1,1
108,私立,進修部,電機與電子群,252,1,3,7,3,1,0,3
108,私立,進修部,商業與管理群,1157,9,21,60,2,4,2,35
108,私立,進修部,外語群,147,1,5,5,2,0,2,0
108,私立,進修部,設計群,267,1,5,7,8,1,2,8
108,私立,進修部,家政群,888,8,6,35,1,3,0,3
108,私立,進修部,餐旅群,2886,17,65,137,7,18,4,54
108,私立,進修部,藝術群,128,0,5,11,0,0,0,0
109,國立,普通科,學術群,23214,8,56,11,299,3,4,45
109,國立,專業群科,機械群,2983,5,43,23,21,10,0,7
109,國立,專業群科,動力機械群,908,0,23,7,6,5,0,9
109,國立,專業群科,電機與電子群,3429,7,59,29,21,1,0,9
109,國立,專業群科,化工群,712,1,3,3,0,1,0,0
109,國立,專業群科,土木與建築群,819,4,7,11,3,0,1,0
109,國立,專業群科,商業與管理群,4972,10,27,32,24,2,0,11
109,國立,專業群科,外語群,850,1,0,2,5,0,0,0
109,國立,專業群科,設計群,1083,2,3,7,5,1,1,2
109,國立,專業群科,農業群,1175,2,12,19,3,6,0,3
109,國立,專業群科,食品群,952,1,4,24,1,6,1,8
109,國立,專業群科,家政群,906,5,0,9,1,1,1,4
109,國立,專業群科,餐旅群,1093,1,6,14,5,2,1,7
109,國立,專業群科,水產群,149,1,7,3,1,1,0,9
109,國立,專業群科,海事群,249,1,10,8,1,0,0,3
109,國立,專業群科,藝術群,131,4,5,0,2,0,0,1
109,國立,專業群科,綜合,567,32,6,91,1,5,1,7
109,國立,綜合高中,學術群,2912,2,10,3,25,0,1,5
109,國立,綜合高中,機械群,93,0,0,0,1,0,0,0
109,國立,綜合高中,動力機械群,8,0,1,0,0,0,0,0
109,國立,綜合高中,電機與電子群,107,0,0,1,0,0,0,0
109,國立,綜合高中,化工群,42,0,0,0,0,0,0,0
109,國立,綜合高中,土木與建築群,53,0,0,0,0,0,0,0
109,國立,綜合高中,商業與管理群,356,0,1,0,0,0,0,4
109,國立,綜合高中,外語群,113,0,0,0,0,0,0,0
109,國立,綜合高中,設計群,38,0,0,1,0,0,0,0
109,國立,綜合高中,農業群,51,0,0,0,0,0,0,0
109,國立,綜合高中,食品群,94,0,0,0,0,0,0,0
109,國立,綜合高中,家政群,4,0,0,0,0,0,0,0
109,國立,綜合高中,餐旅群,210,0,3,1,1,0,0,0
109,國立,綜合高中,水產群,27,0,0,0,0,0,0,0
109,國立,綜合高中,綜合,91,0,1,0,0,0,0,0
109,國立,實用技能學程,機械群,273,1,8,6,2,0,0,2
109,國立,實用技能學程,動力機械群,50,0,1,5,0,1,0,0
109,國立,實用技能學程,電機與電子群,287,0,12,8,2,0,0,1
109,國立,實用技能學程,土木與建築群,109,0,4,3,0,0,0,0
109,國立,實用技能學程,商業與管理群,262,3,6,7,1,1,0,3
109,國立,實用技能學程,設計群,119,0,4,4,0,0,0,0
109,國立,實用技能學程,農業群,115,1,2,5,0,0,0,0
109,國立,實用技能學程,食品群,191,0,2,12,0,1,0,0
109,國立,實用技能學程,餐旅群,333,1,4,10,1,2,0,1
109,國立,實用技能學程,水產群,15,0,0,4,0,0,0,0
109,國立,實用技能學程,海事群,12,0,0,2,1,0,0,0
109,國立,實用技能學程,美容造型群,133,0,1,2,0,0,0,0
109,國立,進修部,學術群,87,0,2,1,0,0,0,14
109,國立,進修部,機械群,218,2,10,2,0,0,0,2
109,國立,進修部,動力機械群,73,0,2,2,1,0,0,0
109,國立,進修部,電機與電子群,273,1,26,6,2,0,0,3
109,國立,進修部,化工群,10,0,0,0,0,0,0,1
109,國立,進修部,土木與建築群,17,1,0,0,0,0,0,1
109,國立,進修部,商業與管理群,629,3,5,17,7,6,0,19
109,國立,進修部,設計群,93,0,0,4,1,0,0,2
109,國立,進修部,農業群,38,1,1,0,1,1,0,0
109,國立,進修部,食品群,120,1,3,4,0,4,0,3
109,國立,進修部,家政群,119,0,1,1,1,2,0,0
109,國立,進修部,餐旅群,125,1,2,7,0,0,0,3
109,國立,普通科,學術群,45068,27,73,29,595,10,14,31
109,國立,專業群科,機械群,2146,9,15,10,2,4,0,0
109,國立,專業群科,動力機械群,741,2,7,3,5,0,0,1
109,國立,專業群科,電機與電子群,3390,2,13,8,25,1,1,8
109,國立,專業群科,化工群,482,0,2,1,1,0,0,0
109,國立,專業群科,土木與建築群,548,0,2,0,1,0,0,0
109,國立,專業群科,商業與管理群,3409,0,5,6,9,1,1,2
109,國立,專業群科,外語群,571,0,0,2,1,1,2,1
109,國立,專業群科,設計群,1229,0,1,1,6,0,1,1
109,國立,專業群科,農業群,290,4,0,1,0,0,0,0
109,國立,專業群科,食品群,127,0,0,0,0,0,0,0
109,國立,專業群科,家政群,412,0,0,0,3,2,0,0
109,國立,專業群科,餐旅群,240,0,1,0,1,0,0,2
109,國立,專業群科,藝術群,116,0,0,0,0,0,0,0
109,國立,專業群科,綜合,472,20,2,78,15,26,0,36
109,國立,綜合高中,學術群,1868,3,2,3,16,0,0,1
109,國立,綜合高中,機械群,18,0,0,0,0,0,0,0
109,國立,綜合高中,電機與電子群,118,0,0,0,0,0,0,0
109,國立,綜合高中,土木與建築群,47,0,0,0,0,0,0,0
109,國立,綜合高中,商業與管理群,124,0,0,1,2,0,0,0
109,國立,綜合高中,外語群,11,0,0,0,0,0,0,0
109,國立,綜合高中,設計群,117,0,0,0,1,0,0,0
109,國立,綜合高中,農業群,13,0,0,0,0,0,0,0
109,國立,綜合高中,餐旅群,99,0,4,5,0,0,0,0
109,國立,綜合高中,藝術群,4,0,0,0,0,0,0,0
109,國立,綜合高中,綜合,3,0,0,0,0,0,0,0
109,國立,實用技能學程,機械群,106,0,5,1,1,1,0,0
109,國立,實用技能學程,動力機械群,36,0,6,0,0,0,1,1
109,國立,實用技能學程,電機與電子群,91,1,2,0,1,0,0,0
109,國立,實用技能學程,土木與建築群,7,0,0,0,0,0,0,0
109,國立,實用技能學程,商業與管理群,31,0,0,0,0,0,0,0
109,國立,實用技能學程,設計群,21,0,0,0,0,0,0,0
109,國立,實用技能學程,食品群,17,0,0,1,2,0,0,0
109,國立,實用技能學程,餐旅群,66,0,0,1,0,1,0,0
109,國立,進修部,學術群,292,1,1,4,1,3,0,95
109,國立,進修部,機械群,196,1,14,4,2,1,0,0
109,國立,進修部,動力機械群,131,0,15,0,0,1,0,0
109,國立,進修部,電機與電子群,203,2,10,15,1,0,0,10
109,國立,進修部,化工群,21,0,0,3,0,0,0,0
109,國立,進修部,土木與建築群,39,0,1,0,0,0,0,0
109,國立,進修部,商業與管理群,266,0,4,8,1,2,0,1
109,國立,進修部,外語群,22,0,0,0,0,0,0,0
109,國立,進修部,設計群,54,2,2,3,0,0,1,2
109,國立,進修部,食品群,30,0,0,0,0,0,0,2
109,國立,進修部,家政群,7,0,0,0,0,0,0,0
109,國立,進修部,餐旅群,26,0,0,0,0,0,0,0
109,私立,普通科,學術群,22119,7,32,10,354,10,23,5
109,私立,專業群科,機械群,1312,2,12,28,6,2,1,6
109,私立,專業群科,動力機械群,3020,14,78,125,13,2,0,9
109,私立,專業群科,電機與電子群,5356,13,109,104,30,12,2,48
109,私立,專業群科,土木與建築群,102,0,1,1,0,0,0,0
109,私立,專業群科,商業與管理群,5425,13,75,102,12,10,14,15
109,私立,專業群科,外語群,3737,4,8,29,17,5,6,8
109,私立,專業群科,設計群,4090,7,43,68,21,9,8,16
109,私立,專業群科,農業群,60,0,5,0,2,1,0,0
109,私立,專業群科,食品群,103,0,4,16,0,0,0,0
109,私立,專業群科,家政群,3947,12,11,189,8,20,3,18
109,私立,專業群科,餐旅群,10698,22,165,467,33,21,20,75
109,私立,專業群科,海事群,22,0,0,0,0,0,0,0
109,私立,專業群科,藝術群,2245,6,12,78,20,2,2,22
109,私立,專業群科,綜合,320,18,0,84,6,10,0,13
109,私立,綜合高中,學術群,904,0,0,0,9,0,3,0
109,私立,綜合高中,電機與電子群,222,0,2,1,1,1,1,0
109,私立,綜合高中,化工群,153,0,0,0,0,0,0,0
109,私立,綜合高中,商業與管理群,382,2,5,1,2,0,0,6
109,私立,綜合高中,外語群,270,0,0,0,0,1,0,1
109,私立,綜合高中,設計群,99,1,1,0,0,0,0,0
109,私立,綜合高中,家政群,171,2,4,2,0,0,0,0
109,私立,綜合高中,餐旅群,421,1,18,5,3,2,1,0
109,私立,綜合高中,綜合,20,0,0,0,0,0,0,0
109,私立,實用技能學程,機械群,79,1,1,3,0,1,0,0
109,私立,實用技能學程,動力機械群,926,2,38,60,1,1,0,16
109,私立,實用技能學程,電機與電子群,628,5,19,12,1,0,0,8
109,私立,實用技能學程,商業與管理群,383,4,4,23,2,0,3,0
109,私立,實用技能學程,農業群,68,0,1,7,0,0,0,3
109,私立,實用技能學程,食品群,236,2,5,4,1,3,0,2
109,私立,實用技能學程,餐旅群,2474,24,35,215,4,7,1,33
109,私立,實用技能學程,藝術群,110,0,1,7,1,0,0,2
109,私立,實用技能學程,美容造型群,727,7,1,64,1,2,0,0
109,私立,進修部,學術群,127,0,1,0,0,0,0,45
109,私立,進修部,機械群,59,0,3,2,0,0,0,0
109,私立,進修部,動力機械群,350,0,17,18,0,2,0,2
109,私立,進修部,電機與電子群,190,4,3,13,2,2,1,2
109,私立,進修部,商業與管理群,1123,9,19,76,9,11,2,36
109,私立,進修部,外語群,133,0,3,3,1,0,2,3
109,私立,進修部,設計群,282,8,6,7,4,2,0,6
109,私立,進修部,家政群,766,5,1,33,6,11,0,19
109,私立,進修部,餐旅群,2529,40,60,131,14,16,3,23
109,私立,進修部,藝術群,104,0,4,14,0,2,0,3
110,國立,普通科,學術群,22305,12,27,11,406,5,5,33
110,國立,專業群科,機械群,2697,5,39,24,14,6,0,3
110,國立,專業群科,動力機械群,832,1,12,15,4,1,1,5
110,國立,專業群科,電機與電子群,3323,5,65,31,15,1,1,19
110,國立,專業群科,化工群,673,0,5,2,2,1,0,1
110,國立,專業群科,土木與建築群,805,1,12,14,3,0,1,2
110,國立,專業群科,商業與管理群,4602,7,17,43,20,3,0,23
110,國立,專業群科,外語群,780,2,0,2,1,0,1,0
110,國立,專業群科,設計群,1107,1,1,9,11,1,0,1
110,國立,專業群科,農業群,1138,2,8,21,3,1,0,2
110,國立,專業群科,食品群,897,0,4,24,2,0,0,3
110,國立,專業群科,家政群,822,1,0,7,0,1,1,2
110,國立,專業群科,餐旅群,1140,2,8,17,6,3,0,11
110,國立,專業群科,水產群,105,1,1,2,0,0,0,1
110,國立,專業群科,海事群,219,14,4,2,0,1,0,2
110,國立,專業群科,藝術群,139,5,1,0,0,0,0,1
110,國立,專業群科,家政群,567,27,3,61,1,6,0,16
110,國立,綜合高中,學術群,2819,0,3,4,26,1,0,4
110,國立,綜合高中,機械群,65,0,0,0,1,0,0,0
110,國立,綜合高中,電機與電子群,122,0,0,0,2,0,0,0
110,國立,綜合高中,化工群,46,0,0,0,0,0,0,0
110,國立,綜合高中,土木與建築群,48,0,0,0,1,0,0,0
110,國立,綜合高中,商業與管理群,316,0,0,0,0,0,0,0
110,國立,綜合高中,外語群,110,0,2,0,0,0,0,0
110,國立,綜合高中,設計群,38,0,0,1,0,0,0,0
110,國立,綜合高中,農業群,55,0,0,0,0,0,0,0
110,國立,綜合高中,食品群,75,0,0,0,0,0,0,0
110,國立,綜合高中,餐旅群,117,6,1,0,1,0,0,0
110,國立,綜合高中,水產群,14,0,0,0,0,0,0,0
110,國立,綜合高中,綜合,60,0,0,0,0,0,0,0
110,國立,實用技能學程,機械群,290,0,14,4,0,1,0,1
110,國立,實用技能學程,動力機械群,111,1,5,6,1,1,0,0
110,國立,實用技能學程,電機與電子群,212,0,5,8,3,0,0,1
110,國立,實用技能學程,土木與建築群,52,0,1,0,1,0,0,0
110,國立,實用技能學程,商業與管理群,228,0,7,4,4,0,0,2
110,國立,實用技能學程,設計群,87,0,0,2,0,1,0,0
110,國立,實用技能學程,農業群,116,0,0,3,1,0,1,0
110,國立,實用技能學程,食品群,166,2,1,11,0,0,0,0
110,國立,實用技能學程,餐旅群,276,5,2,5,0,2,0,3
110,國立,實用技能學程,水產群,11,0,0,0,0,0,0,0
110,國立,實用技能學程,海事群,16,0,0,3,0,0,0,2
110,國立,實用技能學程,美容造型群,127,0,0,2,0,0,0,0
110,國立,進修部,學術群,77,0,0,2,0,0,0,10
110,國立,進修部,機械群,207,2,7,3,0,1,0,1
110,國立,進修部,動力機械群,84,0,3,1,0,0,0,1
110,國立,進修部,電機與電子群,223,1,7,2,1,1,2,0
110,國立,進修部,化工群,15,0,1,1,0,0,0,1
110,國立,進修部,土木與建築群,35,0,0,0,0,0,0,0
110,國立,進修部,商業與管理群,562,2,9,26,5,4,0,27
110,國立,進修部,設計群,94,0,0,2,2,0,0,0
110,國立,進修部,農業群,36,0,2,3,0,2,0,1
110,國立,進修部,食品群,90,0,2,0,0,0,0,11
110,國立,進修部,家政群,95,0,0,4,0,2,0,0
110,國立,進修部,餐旅群,113,0,1,1,0,0,0,0
110,國立,普通科,學術群,44368,25,45,15,656,2,19,50
110,國立,專業群科,機械群,1962,4,23,2,27,0,2,4
110,國立,專業群科,動力機械群,649,1,6,3,10,0,0,1
110,國立,專業群科,電機與電子群,3234,4,13,11,33,0,2,6
110,國立,專業群科,化工群,465,0,4,0,1,0,0,0
110,國立,專業群科,土木與建築群,564,0,1,1,9,0,0,0
110,國立,專業群科,商業與管理群,3323,2,6,3,7,0,0,1
110,國立,專業群科,外語群,530,1,3,0,6,0,1,0
110,國立,專業群科,設計群,1173,0,0,3,10,3,1,0
110,國立,專業群科,農業群,282,0,0,2,0,0,0,1
110,國立,專業群科,食品群,120,0,0,0,2,0,0,0
110,國立,專業群科,家政群,395,0,0,1,2,0,0,0
110,國立,專業群科,餐旅群,233,0,0,0,1,0,0,0
110,國立,專業群科,藝術群,103,0,2,0,2,0,0,0
110,國立,專業群科,家政群,488,28,2,64,5,14,0,25
110,國立,綜合高中,學術群,1411,1,3,3,27,2,1,0
110,國立,綜合高中,機械群,22,0,0,0,2,0,0,0
110,國立,綜合高中,電機與電子群,95,0,0,0,1,0,0,0
110,國立,綜合高中,化工群,8,0,0,0,0,0,0,0
110,國立,綜合高中,土木與建築群,40,0,1,0,1,0,0,0
110,國立,綜合高中,商業與管理群,147,1,1,0,0,0,0,0
110,國立,綜合高中,外語群,16,0,0,0,9,0,0,0
110,國立,綜合高中,設計群,97,0,0,1,0,0,0,0
110,國立,綜合高中,農業群,11,0,0,0,0,0,0,0
110,國立,綜合高中,餐旅群,83,0,2,3,5,0,0,0
110,國立,綜合高中,藝術群,9,0,0,0,0,0,0,0
110,國立,綜合高中,綜合,9,0,0,0,0,0,0,0
110,國立,實用技能學程,機械群,56,0,2,1,0,0,0,0
110,國立,實用技能學程,動力機械群,34,1,2,0,0,0,0,0
110,國立,實用技能學程,電機與電子群,94,2,0,3,2,0,0,0
110,國立,實用技能學程,土木與建築群,4,0,0,1,0,0,0,0
110,國立,實用技能學程,商業與管理群,29,0,2,0,1,0,0,2
110,國立,實用技能學程,設計群,10,0,0,0,0,0,0,1
110,國立,實用技能學程,食品群,16,0,0,0,0,1,0,0
110,國立,實用技能學程,餐旅群,39,0,0,0,0,0,2,0
110,國立,進修部,學術群,256,0,1,3,0,1,0,74
110,國立,進修部,機械群,138,1,5,2,1,0,1,0
110,國立,進修部,動力機械群,123,0,6,1,2,0,0,0
110,國立,進修部,電機與電子群,190,2,6,1,1,1,0,3
110,國立,進修部,化工群,12,0,0,0,0,0,0,0
110,國立,進修部,土木與建築群,43,0,1,0,1,0,0,1
110,國立,進修部,商業與管理群,229,1,2,12,4,1,0,3
110,國立,進修部,外語群,10,0,0,0,0,0,1,0
110,國立,進修部,設計群,38,1,0,1,2,1,0,0
110,國立,進修部,食品群,30,0,1,1,0,2,0,0
110,國立,進修部,家政群,10,0,0,0,0,0,0,0
110,國立,進修部,餐旅群,12,0,0,0,0,0,0,0
110,私立,普通科,學術群,21239,12,40,24,332,8,45,11
110,私立,專業群科,機械群,998,2,24,5,1,1,1,2
110,私立,專業群科,動力機械群,2474,11,90,48,4,5,1,5
110,私立,專業群科,電機與電子群,4521,11,82,51,14,9,1,36
110,私立,專業群科,土木與建築群,100,0,3,2,1,0,0,1
110,私立,專業群科,商業與管理群,4603,16,54,63,10,7,11,14
110,私立,專業群科,外語群,3093,14,12,11,17,2,4,9
110,私立,專業群科,設計群,3620,12,15,41,16,12,3,10
110,私立,專業群科,農業群,43,0,0,2,2,0,0,0
110,私立,專業群科,食品群,153,1,8,3,0,0,0,3
110,私立,專業群科,家政群,3675,16,6,131,28,23,3,34
110,私立,專業群科,餐旅群,9340,22,120,227,22,8,19,84
110,私立,專業群科,海事群,18,0,0,0,0,0,0,0
110,私立,專業群科,藝術群,1904,6,22,8,39,5,11,9
110,私立,專業群科,家政群,270,25,0,33,1,7,0,7
110,私立,綜合高中,學術群,539,0,1,1,2,1,1,0
110,私立,綜合高中,電機與電子群,179,6,1,0,2,0,0,0
110,私立,綜合高中,化工群,139,0,0,0,0,0,0,0
110,私立,綜合高中,商業與管理群,288,0,0,0,1,0,0,0
110,私立,綜合高中,外語群,202,0,1,1,0,1,3,0
110,私立,綜合高中,設計群,65,0,1,1,0,0,0,0
110,私立,綜合高中,家政群,117,0,0,0,0,2,0,0
110,私立,綜合高中,餐旅群,203,3,2,0,2,3,0,2
110,私立,綜合高中,綜合,21,0,1,0,0,0,0,2
110,私立,實用技能學程,機械群,68,1,1,5,0,0,0,0
110,私立,實用技能學程,動力機械群,770,1,58,15,1,1,0,1
110,私立,實用技能學程,電機與電子群,601,0,19,12,2,0,0,4
110,私立,實用技能學程,商業與管理群,295,1,0,3,0,5,0,0
110,私立,實用技能學程,設計群,74,0,0,4,0,0,0,0
110,私立,實用技能學程,農業群,85,0,0,2,0,0,0,0
110,私立,實用技能學程,食品群,202,0,5,12,0,1,0,2
110,私立,實用技能學程,餐旅群,2320,7,67,137,8,4,1,12
110,私立,實用技能學程,藝術群,102,7,0,2,0,0,0,0
110,私立,實用技能學程,美容造型群,591,2,0,39,1,2,1,2
110,私立,進修部,學術群,117,0,2,0,0,0,0,39
110,私立,進修部,機械群,63,0,4,0,0,0,0,0
110,私立,進修部,動力機械群,255,0,9,15,1,0,0,1
110,私立,進修部,電機與電子群,131,2,4,5,1,1,0,1
110,私立,進修部,商業與管理群,1063,3,19,70,3,4,2,41
110,私立,進修部,外語群,144,0,3,3,1,0,0,4
110,私立,進修部,設計群,217,1,1,2,2,3,1,7
110,私立,進修部,家政群,697,4,5,30,0,3,0,4
110,私立,進修部,餐旅群,2280,9,53,82,11,13,4,16
